No.,x_linear_static,y_linear_static,x_linear_dynamic,y_linear_dynamic,x_nonlinear_static,y_nonlinear_static,x_nonlinear_dynamic,y_nonlinear_dynamic
0,-9.656717599405535,14.636748796428853,7.788668663922107,-0.21050923045960085,-9.656717599405535,213.73596722025545,7.788668663922107,-0.5407699372435176
1,7.788668663922107,-5.501806150767006,-20.713848271922544,0.5544056897052975,7.788668663922107,30.317920253085852,-20.713848271922544,0.8189753227600945
2,-20.713848271922544,-4.743758390530044,15.70330587794832,0.14038028835823213,-20.713848271922544,22.605984770854043,15.70330587794832,0.06493092596393144
3,15.70330587794832,-9.63430866741352,-6.850862108055925,-0.13066543718481463,15.70330587794832,93.27460372666063,-6.850862108055925,1.351046863494843
4,-6.850862108055925,7.807344243823606,2.871351864513887,-0.04462587384090648,-6.850862108055925,60.68203513626368,2.871351864513887,0.04910372981232222
5,2.871351864513887,-20.72362105072131,-2.2443333792966906,-0.16874181522604487,2.871351864513887,429.0537374534298,-2.2443333792966906,2.6666834759961815
6,-2.2443333792966906,15.712806762123577,13.158971433404767,-0.20411298838623343,-2.2443333792966906,246.60331638058153,13.158971433404767,-0.6363488590524898
7,13.158971433404767,-6.852375680138902,-18.541266385478885,-0.21911237441368797,13.158971433404767,46.9327980515135,-18.541266385478885,-0.6181577403024514
8,-18.541266385478885,2.8703196759959515,-2.9017548361215675,-0.1570835254261921,-18.541266385478885,8.24362934132944,-2.9017548361215675,1.8016676117172494
9,-2.9017548361215675,-2.2402273942773068,-3.4564891920157406,-0.027324750541864146,-2.9017548361215675,5.041138302444686,-3.4564891920157406,0.010009679267982425
10,-3.4564891920157406,13.160411869116377,10.203924981018936,-0.10332530840209679,-3.4564891920157406,173.1599696208743,10.203924981018936,0.13608973905807145
11,10.203924981018936,-18.526723650409256,-9.899021405826279,-0.5677031596478516,10.203924981018936,343.79310191235885,-9.899021405826279,-0.40606099054773825
12,-9.899021405826279,-2.8941444588700977,-1.5518538679539218,0.2969739394128015,-9.899021405826279,8.427791506206376,-1.5518538679539218,0.22526409638249426
